-0.464639	-0.121145
0.135472	-0.889568
0.970078	-0.171183
0.82157	-0.753442
0.612887	0.683124
-0.297735	-0.168541
-0.00248002	-0.852843
0.985399	0.170755
-0.207504	0.751678
-0.504063	-0.0378516
0.0117563	0.800893
-0.236184	-0.949753
0.934137	0.643015
0.0455113	0.810166
1.13604	-0.292749
0.664256	0.794342
1.22243	0.348832
-0.482986	0.28873
0.866396	-0.224005
-0.338697	-0.724189
0.320635	0.995362
0.744844	0.658563
-0.231568	0.854201
0.269892	0.889434
-0.0633186	0.994509
1.15142	0.0718366
0.946472	0.610551
-0.188315	-0.887038
0.621727	-0.902487
0.728013	-0.560106
0.320426	0.825575
-0.529721	0.0425225
1.21527	-0.138081
0.0842994	0.986783
1.01331	-0.19764
0.975239	0.113096
-0.327472	0.492194
0.726546	-0.579295
-0.1353	0.903109
1.22774	0.175219
1.00454	-0.419099
0.998153	-0.197797
0.482345	-0.716278
0.875465	-0.516128
-0.461579	0.64888
0.156712	0.981631
1.02053	-0.208577
-0.504146	0.244309
0.210006	0.906221
-0.565923	0.0621384
-0.0196953	-0.40671
0.816039	-0.491902
0.778678	0.712839
1.1408	0.0646497
0.483952	0.223149
-0.267388	-0.142972
-0.13478	0.879861
0.69494	0.757657
1.09422	0.320138
0.509449	-0.950424
0.695857	0.747142
-0.189219	-0.933308
-0.0680874	-0.846675
0.877051	-0.660692
-0.279008	0.687062
-0.468514	0.108445
0.122086	-0.899428
1.15712	-0.047619
0.333138	-0.449582
0.648046	0.90532
0.768415	-0.703129
-0.0863602	-0.845987
-0.171401	-0.169949
-0.503494	-0.00506677
0.385885	-0.752523
1.17106	0.446805
0.984656	0.705158
0.515527	-0.0582467
0.00779181	-0.325794
0.130329	-0.2534
0.416138	-0.0328657
0.257856	-1.03516
0.454169	0.870792
1.09686	0.603835
0.7374	0.608468
0.984177	-0.401633
0.55936	1.05144
0.635533	0.942475
0.937288	0.66323
-0.541793	0.318864
0.369556	0.0265358
1.21661	0.0651681
-0.0884905	0.711452
-0.175586	0.945873
1.06294	0.369199
0.82597	0.701669
1.0658	-0.29747
-0.246759	0.884208
-0.601755	0.171124
-0.304712	-0.924917
-0.323985	-0.92729
1.00114	0.19997
-0.489895	0.150014
0.352772	-0.187555
0.933536	0.261992
0.925594	-0.244748
0.395622	-0.830823
-0.431763	0.288504
0.154818	-0.461412
0.444279	-0.0599941
0.599412	-0.0631416
-0.336432	-0.674297
-0.889538	0.07315
0.760318	-0.480799
0.360701	0.447959
-0.490001	-0.579437
-0.721827	0.779105
-0.641039	-0.345329
-0.734899	0.944273
0.696017	1.10786
0.73301	-0.276989
-0.188747	0.5218
0.649496	-0.126613
-0.754382	-0.0094165
0.575749	1.33612
-0.331112	-0.653324
-0.232274	-0.627502
-0.633776	-0.117661
-0.678215	0.146631
0.540432	-0.284113
0.176708	-0.522279
0.408017	1.15663
-0.126344	1.08784
-0.42341	-0.603964
-0.899373	0.25534
-0.116695	-0.5896
0.0622295	-0.76228
-0.294924	-0.645998
-0.724486	0.788748
-0.136554	0.343178
-0.0479609	1.14673
0.409584	-0.467893
-0.552859	0.778981
0.700384	-0.323683
0.0167599	-0.580161
-0.617559	0.44015
-0.792203	0.126826
-0.187809	-0.595778
0.661265	0.0563552
-0.503541	-0.419741
0.600888	0.494119
-0.0236849	0.503494
0.32041	-0.469553
-0.860738	0.560698
-0.237227	0.320084
-0.882036	0.0244892
-0.158335	-0.578841
-0.484294	-0.304125
-0.496073	-0.429205
-0.442796	1.04801
-0.0597337	0.329377
0.36224	-0.454627
0.106652	0.518595
0.941245	0.139107
0.545108	0.446208
-0.866669	0.296252
-0.784503	0.670531
-0.133838	-0.0734547
0.0239888	-0.00560467
0.623473	-0.250886
-0.682806	0.691581
-0.0620286	0.34074
0.0777369	-0.538559
-0.0969245	-0.633758
-0.863736	0.328337
0.703359	0.435062
-0.380838	-0.526269
0.691501	0.430118
0.0261811	1.30465
0.24039	1.30748
-0.0722925	0.71216
0.647476	-0.387164
0.0805983	0.653458
0.0676825	1.23044
0.794105	0.279132
-0.2183	-0.548025
-0.662948	0.812871
0.797162	0.286141
0.266054	-0.697951
0.882292	-0.0248748
-0.563329	-0.375714
0.281946	-0.694808
-0.27596	-0.711635
-0.806939	0.132553
-0.708972	0.85223
0.610055	0.645821
0.509319	0.448812
-0.0188999	0.390605
0.282634	-0.452286
-0.054699	0.475307
-0.391801	1.2163
-0.642216	0.781826
0.197877	0.673864
-0.348447	1.18629
-0.668991	0.600402
0.923958	0.0321516
-0.824313	0.485505
-0.626353	-0.224055
0.00781013	0.381365
0.214899	-0.577212
-0.47914	0.930208
0.663947	0.38413
-0.657828	0.879801
-0.823981	0.583121
-0.0995608	-0.616884
0.210888	1.22507
0.663371	0.659521
-0.0831218	1.12354
-0.508103	0.926166
-0.799404	0.265483
